"street_name","accident_street","total_accident","percent_accident_street"
"Throgsneck Expressway Svc Rd","1","238421","0.00"
"Amersfort Place","2","238421","0.00"
"Risse Street","1","238421","0.00"
"Effingham Avenue","1","238421","0.00"
"Greenway South","2","238421","0.00"
"Faber Street","3","238421","0.00"
"Wenner Place","2","238421","0.00"
"110 Road","10","238421","0.00"
"Jacques Avenue","1","238421","0.00"
"E 225 St","1","238421","0.00"
"Hale Street","1","238421","0.00"
"West105 Street","1","238421","0.00"
"70 Drive","2","238421","0.00"
"Grassy Bay","1","238421","0.00"
"Saint Albans Place","1","238421","0.00"
"Arleigh Road","1","238421","0.00"
"Jansen Street","1","238421","0.00"
"Stanwix Street","10","238421","0.00"
"Ruscoe Street","5","238421","0.00"
"Howard Street","11","238421","0.00"
"W 115 Street","1","238421","0.00"
"Broaway","1","238421","0.00"
"Galway Avenue","1","238421","0.00"
"Tioga Drive","4","238421","0.00"
"Whythe Avenue","1","238421","0.00"
"Warsoff Place","1","238421","0.00"
"Manse Street","4","238421","0.00"
"Long Island Expressway (Cdr)","3","238421","0.00"
"Tomlinson Avenue","11","238421","0.00"
"Carlisle Street","1","238421","0.00"
"Loomis Street","1","238421","0.00"
"Cambria Street","1","238421","0.00"
"234 Place","1","238421","0.00"
"Trimble Road","1","238421","0.00"
"Market Slip","5","238421","0.00"
"146 Drive","4","238421","0.00"
"Thornycroft Avenue","1","238421","0.00"
"Hosmer Avenue","1","238421","0.00"
"Westfield Ave","1","238421","0.00"
"East 21","1","238421","0.00"
"Noel Avenue","3","238421","0.00"
"Belt Parkway Westbound","1","238421","0.00"
"Baltic Avenue","1","238421","0.00"
"Lyvere Street","6","238421","0.00"
"Henry Hudson Pkwy W","2","238421","0.00"
"Lasalle Street","11","238421","0.00"
"Garretson Avenue","10","238421","0.00"
"Pontiac Place","1","238421","0.00"
"Hobart Street","4","238421","0.00"
"Dongan Avenue","9","238421","0.00"
"East 44","1","238421","0.00"
"37 Drive","9","238421","0.00"
"North Bridge Street","4","238421","0.00"
"Vanloon Street","11","238421","0.00"
"158 St","1","238421","0.00"
"Abingdon Avenue","5","238421","0.00"
"Cohancy Street","10","238421","0.00"
"Vanderveer Street","5","238421","0.00"
"Pinto Street","1","238421","0.00"
"Charles Lane","1","238421","0.00"
"W 117 St","1","238421","0.00"
"Cherry Ave","1","238421","0.00"
"Sullivan Place","11","238421","0.00"
"Rye Avenue","2","238421","0.00"
"Chittenden Avenue","2","238421","0.00"
"Sybilla Street","2","238421","0.00"
"Washington Place","11","238421","0.00"
"Buttonwood Road","1","238421","0.00"
"Croydon Road","4","238421","0.00"
"W 44 Street","1","238421","0.00"
"Oneil Place","2","238421","0.00"
"Walcott Avenue","2","238421","0.00"
"Elk Drive","5","238421","0.00"
"Amelia Road","1","238421","0.00"
"Lindbergh Avenue","1","238421","0.00"
"Country Club Road","10","238421","0.00"
"Bartow Circle","8","238421","0.00"
"Beach 45 Street","1","238421","0.00"
"Louisiana Ave","1","238421","0.00"
"Gansevoort Street","2","238421","0.00"
"Greeley Avenue","7","238421","0.00"
"New Dorp Plaza North","3","238421","0.00"
"Maple","1","238421","0.00"
"Harlem River Dr N","1","238421","0.00"
"Rhett Avenue","2","238421","0.00"
"Gilbert Place","3","238421","0.00"
"Gothic Drive","9","238421","0.00"
"Cloverdale Boulevard","10","238421","0.00"
"Phelan Place","6","238421","0.00"
"Reinhardt Road","1","238421","0.00"
"Surf Circle","1","238421","0.00"
"Sedgwick Place","4","238421","0.00"
"Middleton Street","9","238421","0.00"
"33 Road","8","238421","0.00"
"Lamoka Avenue","5","238421","0.00"
"Venice Avenue","1","238421","0.00"
"Bay Avenue","5","238421","0.00"
"Wolf Place","1","238421","0.00"
"Whitaker Place","1","238421","0.00"
"Pennyfield Avenue","11","238421","0.00"
"Avenue Saint John","5","238421","0.00"
"Maine Avenue","4","238421","0.00"
"Kalmia Avenue","2","238421","0.00"
"Orchard Beach Rd","1","238421","0.00"
"St. Clair Place","1","238421","0.00"
"Bridge Plaza Ct","1","238421","0.00"
"Hylan Blvd","1","238421","0.00"
"East 209 Street","6","238421","0.00"
"Boyd Street","1","238421","0.00"
"East 195 Street","7","238421","0.00"
"Eveleth Road","4","238421","0.00"
"East 30","1","238421","0.00"
"Bragg Street","11","238421","0.00"
"East 229 Drive North","2","238421","0.00"
"West 67 Street","11","238421","0.00"
"W 86Th Street","1","238421","0.00"
"262 Place","2","238421","0.00"
"Ropes Avenue","1","238421","0.00"
"Marine Avenue","7","238421","0.00"
"Thomas  S Boyland Street","1","238421","0.00"
"Cornell Street","1","238421","0.00"
"Valentine Ave","1","238421","0.00"
"Hugh J. Grant Circle","2","238421","0.00"
"Garfield Avenue","7","238421","0.00"
"21 Road","4","238421","0.00"
"Flatlands 2 Street","1","238421","0.00"
"Vanburen Street","10","238421","0.00"
"Gouverneur Place","2","238421","0.00"
"West 20 Road","2","238421","0.00"
"Jefferson Boulevard","4","238421","0.00"
"Beach 41 Street","5","238421","0.00"
"Stronghurst Avenue","4","238421","0.00"
"Beach 102 Street","8","238421","0.00"
"114 Drive","10","238421","0.00"
"West 9 Road","1","238421","0.00"
"Parkview Terrace","4","238421","0.00"
"Webster Place","2","238421","0.00"
"Lewis Street","4","238421","0.00"
"Sigma Place","1","238421","0.00"
"Forest Green","3","238421","0.00"
"North Moore Street","6","238421","0.00"
"82 Place","2","238421","0.00"
"Saint Stephen Place","1","238421","0.00"
"Jamacia Avenue","1","238421","0.00"
"52 Road","4","238421","0.00"
"Canal Place","9","238421","0.00"
"Saull Street","4","238421","0.00"
"Snug Harbor Road","1","238421","0.00"
"Major Deegan Expressway N/B Ramp","1","238421","0.00"
"Sheridan Boulevard Ramp","1","238421","0.00"
"30 Drive","10","238421","0.00"
"115 Court","1","238421","0.00"
"Vanhorn Street","8","238421","0.00"
"W Gun Hill Road","2","238421","0.00"
"S Conduit Boulevard","1","238421","0.00"
"Nick Laporte Place","1","238421","0.00"
"Perona Lane","1","238421","0.00"
"Van Wyck Expressway","8","238421","0.00"
"Polhemus Avenue","1","238421","0.00"
"Purdy Avenue","7","238421","0.00"
"Balfour Place","2","238421","0.00"
"Queens Midtown Tunnel Exit","2","238421","0.00"
"Saint Pauls Court","3","238421","0.00"
"Mac Gregor Street","1","238421","0.00"
"Hutchinson Avenue","2","238421","0.00"
"Beach 6 Street","2","238421","0.00"
"Sage Street","4","238421","0.00"
"Godwin Terrace","6","238421","0.00"
"Carlyle Green","5","238421","0.00"
"Spencer Court","8","238421","0.00"
"Powells Cove Boulevard","9","238421","0.00"
"Floyd Street","2","238421","0.00"
"Sycamore Street","8","238421","0.00"
"Plumb 2 Street","2","238421","0.00"
"Katan Avenue","11","238421","0.00"
"Mayda Road","6","238421","0.00"
"Father Zeiser Place","9","238421","0.00"
"Thursby Avenue","11","238421","0.00"
"Hillside Terrace","3","238421","0.00"
"Lispenard Street","2","238421","0.00"
"St Nicholas","2","238421","0.00"
"Leverich Street","1","238421","0.00"
"Willow Street","3","238421","0.00"
"Cromwell Circle","1","238421","0.00"
"Vancorlear Place","1","238421","0.00"
"Bessemer Street","1","238421","0.00"
"Weschester Avenue","1","238421","0.00"
"Beach 44 Street","9","238421","0.00"
"South 10 Street","5","238421","0.00"
"Tillman Street","1","238421","0.00"
"West 102 Street","11","238421","0.00"
"Old Broadway","9","238421","0.00"
"Third Street","1","238421","0.00"
"Minetta Street","1","238421","0.00"
"Marolla Place","4","238421","0.00"
"Russek Drive","2","238421","0.00"
"Riverside Blvd","1","238421","0.00"
"261 Street","9","238421","0.00"
"Hampton Green","3","238421","0.00"
"Grote Street","4","238421","0.00"
"Wyona Avenue","2","238421","0.00"
"Micieli Place","1","238421","0.00"
"Timber Ridge Drive","1","238421","0.00"
"Filbert Avenue","1","238421","0.00"
"Pelton Avenue","2","238421","0.00"
"Innis Street","8","238421","0.00"
"South Oak Drive","2","238421","0.00"
"Bruno Lane","1","238421","0.00"
"Baker Avenue","2","238421","0.00"
"Morton Place","2","238421","0.00"
"Pilcher Street","2","238421","0.00"
"Bement Court","1","238421","0.00"
"Harrow Street","2","238421","0.00"
"Kensico Street","1","238421","0.00"
"Token Street","3","238421","0.00"
"Glassboro Avenue","4","238421","0.00"
"Four Corners Road","10","238421","0.00"
"Jackson Ave","1","238421","0.00"
"East 192 Street","4","238421","0.00"
"Lander Avenue","1","238421","0.00"
"Nicolls Avenue","5","238421","0.00"
"Denker Pl","1","238421","0.00"
"Delong Street","3","238421","0.00"
"Jasmine Avenue","2","238421","0.00"
"Seacoast Terrace","1","238421","0.00"
"Reverend James A Polite Avenue","1","238421","0.00"
"Greenwood Avenue","8","238421","0.00"
"South Ganon Ave","1","238421","0.00"
"Jordan Street","3","238421","0.00"
"Cabot Road","2","238421","0.00"
"Gregory Lane","1","238421","0.00"
"Beach 11 Street","2","238421","0.00"
"Homecrest Avenue","8","238421","0.00"
"Hall Of Fame Terrance","2","238421","0.00"
"Sagamore Avenue","2","238421","0.00"
"146 Terrace","7","238421","0.00"
"Sharrott Ave","1","238421","0.00"
"Shae Road","1","238421","0.00"
"Glebe Avenue","9","238421","0.00"
"Pleasant Plains Avenue","1","238421","0.00"
"Hillyer Street","1","238421","0.00"
"Verona Street","7","238421","0.00"
"Beach 147 Street","4","238421","0.00"
"Van Cortlandt South","1","238421","0.00"
"Harlem River Driveway","7","238421","0.00"
"Norway Avenue","6","238421","0.00"
"King Road","3","238421","0.00"
"Frankton Street","4","238421","0.00"
"238 Street","11","238421","0.00"
"60 Drive","4","238421","0.00"
"Eugene Street","1","238421","0.00"
"Penele Avenue","1","238421","0.00"
"Wyatt Street","6","238421","0.00"
"Alecia Avenue","1","238421","0.00"
"Preston Avenue","1","238421","0.00"
"Clifford Place","7","238421","0.00"
"88 Lane","1","238421","0.00"
"Lee Street","1","238421","0.00"
"Williams Court","2","238421","0.00"
"Lenhart Street","2","238421","0.00"
"Madison Avenue Bridge","3","238421","0.00"
"W 57 St","1","238421","0.00"
"Garden Place","1","238421","0.00"
"Doris Street","2","238421","0.00"
"65 Lane","1","238421","0.00"
"Rost Place","1","238421","0.00"
"Harkness Avenue","1","238421","0.00"
"Deserre Avenue","1","238421","0.00"
"Saint Felix Avenue","4","238421","0.00"
"Brighton 4 Terrace","2","238421","0.00"
"Bay Plaza Blvd","1","238421","0.00"
"West Mosholu Parkway South","11","238421","0.00"
"Rutland Rd","1","238421","0.00"
"Coop City Blvd","1","238421","0.00"
"Keeseville Avenue","4","238421","0.00"
"Crowell Avenue","1","238421","0.00"
"201 Place","4","238421","0.00"
"Saint Paul Avenue","2","238421","0.00"
"Fort Tryon Park","1","238421","0.00"
"Charles Avenue","3","238421","0.00"
"Mount Morris Park West","9","238421","0.00"
"W 125 Street","1","238421","0.00"
"Mc Keever Place","7","238421","0.00"
"First Avenue","2","238421","0.00"
"Queen Street","5","238421","0.00"
"W 254Th St","1","238421","0.00"
"Dorothy Street","1","238421","0.00"
"Lynbrook Court","1","238421","0.00"
"Kilroe Street","1","238421","0.00"
"Shea Rd","2","238421","0.00"
"Cortelyou Avenue","5","238421","0.00"
"381A Marcus Garvey Blvd","1","238421","0.00"
"82 Road","8","238421","0.00"
"W 125Th St","1","238421","0.00"
"North Railroad Street","2","238421","0.00"
"Greenpoint Avenue Bridge","1","238421","0.00"
"Osgood Street","1","238421","0.00"
"Beach 74 Street","2","238421","0.00"
"268 Street","8","238421","0.00"
"164Th Pl","1","238421","0.00"
"Burden Crescent","3","238421","0.00"
"Kossuth Place","5","238421","0.00"
"Billiou Street","1","238421","0.00"
"Humphreys Street","3","238421","0.00"
"St James Place","7","238421","0.00"
"Interstate Highway 278 W/B","1","238421","0.00"
"Peter Street","1","238421","0.00"
"Sanders Street","2","238421","0.00"
"Van Dyke Street","6","238421","0.00"
"Greenway North","3","238421","0.00"
"239Th St","1","238421","0.00"
"Driprock Street","1","238421","0.00"
"Harding Park","2","238421","0.00"
"Rombouts Avenue","10","238421","0.00"
"Pennsylvania Ave","2","238421","0.00"
"Sea Grass Lane","1","238421","0.00"
"Hilburn Avenue","4","238421","0.00"
"Bivona Street","8","238421","0.00"
"Alton Place","1","238421","0.00"
"Bay 10 Street","2","238421","0.00"
"Mulberry Circle","1","238421","0.00"
"Cameron Place","2","238421","0.00"
"Gillespie Avenue","3","238421","0.00"
"West 51","1","238421","0.00"
"Malcolm X Boulevard","3","238421","0.00"
"Moreland Street","2","238421","0.00"
"Oceanview Place","3","238421","0.00"
"Grand View Place","2","238421","0.00"
"Nurge Avenue","6","238421","0.00"
"4 Place","5","238421","0.00"
"East New York Ave","1","238421","0.00"
"Poyer Street","2","238421","0.00"
"Doyers Street","1","238421","0.00"
"Henry Hudson Pkwy","1","238421","0.00"
"Hoxie Street","2","238421","0.00"
"Blossom Avenue","8","238421","0.00"
"Ritter Place","6","238421","0.00"
"Marengo Street","2","238421","0.00"
"Campus Place","2","238421","0.00"
"Murdock Road","1","238421","0.00"
"67 Place","4","238421","0.00"
"2065","1","238421","0.00"
"Wilkinson Avenue","10","238421","0.00"
"Jardine Place","2","238421","0.00"
"Cass Place","10","238421","0.00"
"Willow Avenue","11","238421","0.00"
"Baughman Place","1","238421","0.00"
"Pleasant Place","2","238421","0.00"
"Country Point Circle","1","238421","0.00"
"Jackie Robinson Expy","1","238421","0.00"
"Sycamore Avenue","1","238421","0.00"
"Grandcentral Parkway","1","238421","0.00"
"127 Avenue","10","238421","0.00"
"Paerdegat 2 Street","2","238421","0.00"
"1 Centre Avenue","1","238421","0.00"
"Finlay Street","1","238421","0.00"
"Fisher Avenue","1","238421","0.00"
"Bedfird Ave","1","238421","0.00"
"Miami Court","2","238421","0.00"
"78 Crescent","7","238421","0.00"
"Roebling Avenue","1","238421","0.00"
"Stadium Place S","1","238421","0.00"
"Hutchinson River Parkway South","1","238421","0.00"
"Alter Avenue","3","238421","0.00"
"Maryland Avenue","5","238421","0.00"
"Bryant Park","2","238421","0.00"
"Albee Square","8","238421","0.00"
"Clinton B Fisk Avenue","2","238421","0.00"
"Thomas S Boyland Street","10","238421","0.00"
"Linda Lane","1","238421","0.00"
"Ed Koch Queensboro Bridge Upper","1","238421","0.00"
"Freeborn Street","2","238421","0.00"
"Gravett Road","1","238421","0.00"
"Saint Felix Street","5","238421","0.00"
"Hoyt Avenue","5","238421","0.00"
"Diaz Street","1","238421","0.00"
"Hudson Avenue","1","238421","0.00"
"Frankfort Street","7","238421","0.00"
"Ann Street","10","238421","0.00"
"King Place","2","238421","0.00"
"Asquith Crescent","1","238421","0.00"
"Bay 28 Street","10","238421","0.00"
"Van Cortland Park South","1","238421","0.00"
"Roxbury Street","1","238421","0.00"
"Skidmore Avenue","5","238421","0.00"
"Fremont Avenue","1","238421","0.00"
"16Th St","1","238421","0.00"
"Robertson Street","1","238421","0.00"
"Nippon Avenue","2","238421","0.00"
"Monterey Avenue","2","238421","0.00"
"Lake Place","1","238421","0.00"
"Josephs Lane","1","238421","0.00"
"Ash Street","1","238421","0.00"
"Legate Avenue","1","238421","0.00"
"Tiemann Place","1","238421","0.00"
"Jackierobinson Parkway","1","238421","0.00"
"Moline Street","2","238421","0.00"
"Plaza Street East","5","238421","0.00"
"Mosely Avenue","3","238421","0.00"
"Gower Street","4","238421","0.00"
"66 Drive","6","238421","0.00"
"Edgar Street","1","238421","0.00"
"St Mary'S Avenue","1","238421","0.00"
"Fordham Plaza","4","238421","0.00"
"Loubet Street","2","238421","0.00"
"Hall Of Fame Terr","1","238421","0.00"
"Beach 28 Street","6","238421","0.00"
"Beach 4 Street","2","238421","0.00"
"St.Anns Avenue","1","238421","0.00"
"Constant Avenue","1","238421","0.00"
"Esplanade Gardens Plaza","1","238421","0.00"
"Valhalla Drive","1","238421","0.00"
"Beach 108 Street","8","238421","0.00"
"Cypress Hills Cemetery","1","238421","0.00"
"Pembrook Loop","1","238421","0.00"
"O'Brien Place","1","238421","0.00"
"Nugent Avenue","1","238421","0.00"
"135 Road","2","238421","0.00"
"Donald Place","1","238421","0.00"
"Red Cross Place","1","238421","0.00"
"Bergen Court","2","238421","0.00"
"Wb Grand Street","1","238421","0.00"
"Baldwin Street","1","238421","0.00"
"Rector Street","8","238421","0.00"
"Langham Street","2","238421","0.00"
"Mc Kibbin Street","11","238421","0.00"
"Dobbin Street","7","238421","0.00"
"Wicklow Place","1","238421","0.00"
"Conduit","1","238421","0.00"
"Newman Avenue","3","238421","0.00"
"Houston Street","2","238421","0.00"
"37 Road","6","238421","0.00"
"Eton Place","1","238421","0.00"
"Jeffrey Place","1","238421","0.00"
"89 Road","2","238421","0.00"
"90 Road","6","238421","0.00"
"Mount Olivent Cresent","1","238421","0.00"
"Commodore Drive","1","238421","0.00"
"Secor Avenue","9","238421","0.00"
"Henry Hudson Parkway W","3","238421","0.00"
"264 Street","2","238421","0.00"
"Freedom Avenue","1","238421","0.00"
"Father Capdanno Blvd","1","238421","0.00"
"13 Pierce Street","1","238421","0.00"
"Louis Nine Blvd","1","238421","0.00"
"Corbett Road","2","238421","0.00"
"Weed Avenue","3","238421","0.00"
"Crystal Avenue","8","238421","0.00"
"Catherine Slip","8","238421","0.00"
"Mason Boulevard","3","238421","0.00"
"Macnish Street","4","238421","0.00"
"Bayview Avenue","5","238421","0.00"
"Sunnyside Terrace","2","238421","0.00"
"Christopher Lane","8","238421","0.00"
"Wards Point Avenue","1","238421","0.00"
"Powell Avenue","7","238421","0.00"
"Vankleeck Street","4","238421","0.00"
"Wiman Avenue","3","238421","0.00"
"Mac Cracken Avenue","1","238421","0.00"
